grade_id;course_id;check_point_id;student_id;grade
82;40;A1;122644;-1.0
83;40;A1;2445;-1.0
84;40;A1;1063882;-1.0
85;40;A1;663796;-1.0
86;40;A1;165527;-1.0
87;40;A1;1236943;-1.0
88;40;A1;9408;0.7
89;40;A1;429234;-1.0
90;40;A1;819550;1.0
91;40;A1;1444385;-1.0
92;40;A1;1201420;-1.0
93;40;A1;1328642;-1.0
94;40;A1;148674;-1.0
95;40;A1;263;-1.0
96;40;A1;1451967;-1.0
97;40;A1;1425743;0.7
98;40;A1;1291755;-1.0
99;40;A1;1236319;-1.0
100;40;A1;1279917;-1.0
101;40;A1;1086556;-1.0
102;40;A1;422408;-1.0
103;40;A1;707770;-1.0
104;40;A1;1452947;-1.0
105;40;A1;1453027;1.0
106;40;A1;798451;-1.0
107;40;A1;104345;-1.0
108;40;A1;1453166;-1.0
109;40;A1;868693;-1.0
110;40;A1;8571;-1.0
111;40;A1;176876;-1.0
112;40;A1;174793;-1.0
113;40;A1;1176289;-1.0
114;40;A1;1453554;-1.0
115;40;A1;1235697;-1.0
116;40;A1;1452799;-1.0
117;40;A1;1453564;-1.0
118;40;A1;1453727;-1.0
119;40;A1;593836;0.1
120;40;A1;38110;-1.0
121;40;A1;810160;-1.0
122;40;A1;1197646;-1.0
123;40;A1;1454033;0.1
124;40;A1;1454072;1.0
125;40;A1;212774;-1.0
126;40;A1;1454122;1.0
127;40;A1;1411399;-1.0
128;40;A1;973123;0.2
129;40;A1;1454691;-1.0
130;40;A1;21519;-1.0
131;40;A1;462372;-1.0
132;40;A1;677365;-1.0
133;40;A1;1455119;-1.0
134;40;A1;1382588;-1.0
135;40;A1;1455765;0.8
136;40;A1;328640;-1.0
137;40;A1;1455955;-1.0
138;40;A1;88386;-1.0
139;40;A1;356438;-1.0
140;40;A1;39932;-1.0
141;40;A1;437119;1.0
142;40;A1;1455102;1.0
143;40;A1;1133227;-1.0
144;40;A1;1272955;-1.0
145;40;A1;75856;-1.0
146;40;A1;1445468;0.5
147;40;A1;381845;-1.0
148;40;A1;1307015;-1.0
149;40;A1;165127;-1.0
150;40;A1;104426;-1.0
151;40;A1;153695;-1.0
152;40;A1;1457767;-1.0
153;40;A1;428928;1.0
154;40;A1;1458808;-1.0
155;40;A1;1229787;-1.0
156;40;A1;1464405;-1.0
157;40;A1;423804;-1.0
158;40;A1;227650;-1.0
159;40;A1;1312421;0.0
160;40;A1;1466297;0.8
161;40;A1;1466389;-1.0
162;40;A1;52793;-1.0
163;40;A1;308503;-1.0
164;40;A1;1467378;1.0
165;40;A1;101892;-1.0
166;40;A1;195841;-1.0
167;40;A1;55467;-1.0
168;40;A1;80213;-1.0
169;40;A1;1378983;-1.0
170;40;A1;1469586;-1.0
171;40;A1;84280;1.0
172;40;A1;1411319;-1.0
173;40;A1;74188;-1.0
174;40;A1;1318820;-1.0
175;40;A1;10;-1.0
176;40;A1;1007857;-1.0
177;40;A1;1336641;0.9
178;40;A1;1342835;1.0
179;40;A1;1337161;1.0
180;40;A1;1339282;0.4
181;40;A1;869449;0.8
182;40;A1;871021;0.8
183;40;A1;1018528;-1.0
184;40;A1;997264;-1.0
185;40;A1;1333425;1.0
186;40;A1;1147336;0.7
187;40;A1;1332245;0.7
188;40;A1;870685;0.7
189;40;A1;1002229;-1.0
190;40;A1;975373;1.0
191;40;A1;1234045;0.3
192;40;A1;78952;-1.0
193;40;A1;959485;-1.0
194;40;A1;1462325;-1.0
195;40;A1;1058287;1.0
196;40;A1;1058266;-1.0
197;40;A1;956215;1.0
198;40;A1;1483381;-1.0
199;40;A1;1377000;0.2
200;40;A1;1410821;1.0
201;40;A1;23964;-1.0
202;40;A1;218235;0.2
203;40;A1;220783;-1.0
204;40;A1;1339053;0.0
205;40;A1;1484835;0.8
206;40;A1;840217;-1.0
207;40;A1;759322;1.0
208;40;A1;1485592;1.0
209;40;A1;491874;-1.0
210;40;A1;1304417;1.0
211;40;A1;1485889;1.0
212;40;A1;1434480;0.1
213;40;A1;998113;1.0
214;40;A1;1486284;1.0
215;40;A1;1486341;1.0
216;40;A1;1335523;1.0
217;40;A1;1486354;1.0
218;40;A1;1486347;0.8
219;40;A1;1486362;1.0
220;40;A1;1286203;1.0
221;40;A1;1486374;1.0
222;40;A1;1334920;1.0
223;40;A1;939559;1.0
224;40;A1;1486756;1.0
225;40;A1;1486780;1.0
226;40;A1;1487017;1.0
227;40;A1;1487191;1.0
228;40;A1;1487230;1.0
229;40;A1;1487262;0.9
230;40;A1;565925;-1.0
231;40;A1;1007131;1.0
232;40;A1;1002319;-1.0
233;40;A1;1236059;0.6
234;40;A1;1488686;0.9
235;40;A1;1058269;-1.0
236;40;A1;997267;1.0
237;40;A1;1489179;-1.0
238;40;A1;1489227;-1.0
239;40;A1;1489237;-1.0
240;40;A1;1066054;0.2
241;40;A1;882532;1.0
242;40;A1;885526;1.0
243;40;A1;882559;1.0
244;40;A1;882565;0.9
245;40;A1;882568;0.9
246;40;A1;1065958;0.1
247;40;A1;882562;-1.0
248;40;A1;1489507;0.5
249;40;A1;1489506;0.4
250;40;A1;1489495;0.9
251;40;A1;945268;0.1
252;40;A1;882526;0.9
253;40;A1;1489627;-1.0
254;40;A1;1489755;0.6
255;40;A1;884905;1.0
256;40;A1;1489975;-1.0
257;40;A1;1345563;0.6
258;40;A1;1490049;1.0
259;40;A1;1020496;-1.0
260;40;A1;1490125;1.0
261;40;A1;882634;0.4
262;40;A1;1486934;1.0
263;40;A1;1452326;0.1
264;40;A1;1490253;1.0
265;40;A1;1011700;0.7
266;40;A1;1490501;1.0
267;40;A1;1489658;-1.0
268;40;A1;1490692;1.0
269;40;A1;1490713;1.0
270;40;A1;446392;1.0
271;40;A1;1246205;0.2
272;40;A1;1032316;-1.0
273;40;A1;882646;1.0
274;40;A1;1491142;1.0
275;40;A1;1491146;1.0
276;40;A1;1109452;0.1
277;40;A1;116399;-1.0
278;40;A1;1291133;1.0
279;40;A1;1123960;-1.0
280;40;A1;1252583;1.0
281;40;A1;1491419;-1.0
282;40;A1;1491520;1.0
283;40;A1;1491703;1.0
284;40;A1;368819;-1.0
285;40;A1;1490622;-1.0
286;40;A1;52573;-1.0
287;40;A1;1016221;0.1
288;40;A1;1013449;0.4
289;40;A1;1237137;-1.0
290;40;A1;1491970;0.1
291;40;A1;1355126;-1.0
292;40;A1;1492113;0.9
293;40;A1;1492112;0.9
294;40;A1;1492124;-1.0
295;40;A1;322656;-1.0
296;40;A1;62;1.0
297;40;A1;1493162;-1.0
298;40;A1;1491802;-1.0
299;40;A1;1493248;1.0
300;40;A1;1493281;-1.0
301;40;A1;932179;1.0
302;40;A1;393879;-1.0
303;40;A1;1430801;-1.0
304;40;A1;1214248;0.0
305;40;A1;1232931;1.0
306;40;A1;874120;1.0
307;40;A1;876217;1.0
308;40;A1;166;-1.0
309;40;A1;81728;1.0
310;40;A1;1491427;-1.0
311;40;A1;873835;1.0
312;40;A1;902842;0.9
313;40;A1;1498024;1.0
314;40;A1;958141;1.0
315;40;A1;1336458;1.0
316;40;A1;1170811;-1.0
317;40;A1;924403;-1.0
318;40;A1;1147339;-1.0
319;40;A1;738913;-1.0
320;40;A1;1221535;0.8
321;40;A1;1499456;0.0
322;40;A1;1334127;1.0
323;40;A1;1499516;-1.0
324;40;A1;1376974;0.0
325;40;A1;1333863;1.0
326;40;A1;1383563;1.0
327;40;A1;1206769;0.1
328;40;A1;1049707;0.6
329;40;A1;1152763;0.8
330;40;A1;972052;1.0
331;40;A1;1123981;1.0
332;40;A1;1503546;1.0
333;40;A1;1386234;-1.0
334;40;A1;387206;-1.0
335;40;A1;1340574;-1.0
336;40;A1;230743;-1.0
337;40;A1;1503905;-1.0
338;40;A1;992152;-1.0
339;40;A1;1504001;-1.0
340;40;A1;1503561;1.0
341;40;A1;218427;-1.0
342;40;A1;914776;-1.0
343;40;A1;1504388;1.0
344;40;A1;285802;-1.0
345;40;A1;1504510;0.6
346;40;A1;1390783;0.7
347;40;A1;1345415;-1.0
348;40;A1;965131;0.8
349;40;A1;885586;1.0
350;40;A1;1332035;1.0
351;40;A1;1504607;1.0
352;40;A1;1376988;0.1
353;40;A1;1504648;1.0
354;40;A1;876961;-1.0
355;40;A1;1504732;-1.0
356;40;A1;992146;-1.0
357;40;A1;952429;0.8
358;40;A1;1001056;1.0
359;40;A1;882571;0.2
360;40;A1;873922;0.6
361;40;A1;1505003;1.0
362;40;A1;1158745;1.0
363;40;A1;966946;1.0
364;40;A1;1346226;1.0
365;40;A1;891673;1.0
366;40;A1;869500;0.9
367;40;A1;993937;1.0
368;40;A1;1377007;-1.0
369;40;A1;921022;1.0
370;40;A1;489673;0.8
371;40;A1;184932;-1.0
372;40;A1;869371;1.0
373;40;A1;1377020;-1.0
374;40;A1;869278;0.9
375;40;A1;1505181;-1.0
376;40;A1;990679;0.5
377;40;A1;871435;1.0
378;40;A1;1368197;1.0
379;40;A1;871471;1.0
380;40;A1;1338268;0.6
381;40;A1;990397;0.9
382;40;A1;1331904;-1.0
383;40;A1;992299;-1.0
384;40;A1;960031;0.8
385;40;A1;962899;1.0
386;40;A1;244467;-1.0
387;40;A1;968491;-1.0
388;40;A1;958621;1.0
389;40;A1;1335221;-1.0
390;40;A1;990421;1.0
391;40;A1;1376969;0.8
392;40;A1;1368904;-1.0
393;40;A1;951904;-1.0
394;40;A1;957826;-1.0
395;40;A1;1339984;-1.0
396;40;A1;991366;1.0
397;40;A1;871432;0.6
398;40;A1;1329757;-1.0
399;40;A1;991054;0.1
400;40;A1;1329179;-1.0
401;40;A1;1144057;0.9
402;40;A1;1504281;1.0
403;40;A1;1333834;1.0
404;40;A1;992071;1.0
405;40;A1;1505406;-1.0
406;40;A1;1337472;-1.0
407;40;A1;1195717;1.0
408;40;A1;1342531;1.0
409;40;A1;1108423;1.0
410;40;A1;874048;0.6
411;40;A1;1203196;1.0
412;40;A1;1424292;-1.0
413;40;A1;622294;-1.0
414;40;A1;970216;0.9
415;40;A1;1359311;1.0
416;40;A1;873445;1.0
417;40;A1;1505662;1.0
418;40;A1;1258047;-1.0
419;40;A1;1002385;0.0
420;40;A1;919483;1.0
421;40;A1;1336813;0.9
422;40;A1;1505708;1.0
423;40;A1;874837;0.8
424;40;A1;1346857;-1.0
425;40;A1;878464;-1.0
426;40;A1;1384651;-1.0
427;40;A1;990613;1.0
428;40;A1;904573;0.9
429;40;A1;1009495;0.8
430;40;A1;1376996;0.4
431;40;A1;879628;1.0
432;40;A1;1505812;1.0
433;40;A1;593671;-1.0
434;40;A1;1337972;1.0
435;40;A1;1505872;1.0
436;40;A1;1089490;-1.0
437;40;A1;1233015;1.0
438;40;A1;970714;-1.0
439;40;A1;1457861;-1.0
440;40;A1;1311489;-1.0
441;40;A1;991900;1.0
442;40;A1;1506035;0.6
443;40;A1;956323;-1.0
444;40;A1;1506092;-1.0
445;40;A1;1376982;0.6
446;40;A1;1283509;1.0
447;40;A1;1348139;0.9
448;40;A1;956221;-1.0
449;40;A1;434220;-1.0
450;40;A1;920758;0.9
451;40;A1;1506330;1.0
452;40;A1;1337547;-1.0
453;40;A1;957850;-1.0
454;40;A1;1036957;0.3
455;40;A1;924427;-1.0
456;40;A1;1506800;0.8
457;40;A1;267654;-1.0
458;40;A1;1506818;0.4
459;40;A1;122515;-1.0
460;40;A1;1341818;-1.0
461;40;A1;1379967;0.3
462;40;A1;1347479;0.9
463;40;A1;977776;1.0
464;40;A1;1507094;1.0
465;40;A1;1382442;0.8
466;40;A1;871075;-1.0
467;40;A1;878257;0.3
468;40;A1;1380330;0.8
469;40;A1;1423672;-1.0
470;40;A1;1388976;-1.0
471;40;A1;871654;0.8
472;40;A1;958093;0.9
473;40;A1;1293497;-1.0
474;40;A1;1233419;1.0
475;40;A1;1333010;0.7
476;40;A1;1043098;0.0
477;40;A1;1301781;0.8
478;40;A1;1508821;1.0
479;40;A1;1506967;0.1
480;40;A1;354899;-1.0
481;40;A1;1366460;-1.0
482;40;A1;958906;1.0
483;40;A1;1384144;-1.0
484;40;A1;873877;1.0
485;40;A1;1329497;-1.0
486;40;A1;935257;0.7
487;40;A1;869221;-1.0
488;40;A1;1345327;-1.0
489;40;A1;1336464;1.0
490;40;A1;1364338;0.5
491;40;A1;958438;0.9
492;40;A1;971596;-1.0
493;40;A1;1336543;0.3
494;40;A1;971059;0.8
495;40;A1;919237;0.8
496;40;A1;1378998;-1.0
497;40;A1;1338300;0.9
498;40;A1;965101;-1.0
499;40;A1;1377001;0.8
500;40;A1;1509714;0.9
501;40;A1;1509769;1.0
502;40;A1;1509772;-1.0
503;40;A1;1030636;1.0
504;40;A1;1509743;1.0
505;40;A1;951523;1.0
506;40;A1;920008;1.0
507;40;A1;1509867;1.0
508;40;A1;1509933;-1.0
509;40;A1;997015;0.9
510;40;A1;1509728;0.7
511;40;A1;1509963;0.9
512;40;A1;1331094;0.9
513;40;A1;1510115;-1.0
514;40;A1;153624;-1.0
515;40;A1;1510285;-1.0
516;40;A1;927583;0.9
517;40;A1;953851;1.0
518;40;A1;1384755;0.8
519;40;A1;1510470;0.9
520;40;A1;1510496;1.0
521;40;A1;951613;0.6
522;40;A1;1328905;-1.0
523;40;A1;1020067;-1.0
524;40;A1;871420;1.0
525;40;A1;869299;0.1
526;40;A1;871966;-1.0
527;40;A1;1339369;0.1
528;40;A1;994420;0.2
529;40;A1;1231303;1.0
530;40;A1;1355656;1.0
531;40;A1;953563;0.8
532;40;A1;1341353;1.0
533;40;A1;1510639;1.0
534;40;A1;956191;0.0
535;40;A1;1486940;0.7
536;40;A1;1510714;0.9
537;40;A1;1376980;1.0
538;40;A1;1489555;0.5
539;40;A1;1510797;0.9
540;40;A1;53038;0.4
541;40;A1;1392040;-1.0
542;40;A1;970273;1.0
543;40;A1;1505198;0.8
544;40;A1;958069;0.8
545;40;A1;1335461;0.8
546;40;A1;1330544;0.0
547;40;A1;994777;1.0
548;40;A1;1376957;-1.0
549;40;A1;1336517;1.0
550;40;A1;435492;-1.0
551;40;A1;996088;-1.0
552;40;A1;1336639;1.0
553;40;A1;1384960;-1.0
554;40;A1;1339202;-1.0
555;40;A1;1510993;1.0
556;40;A1;1511022;-1.0
557;40;A1;328650;-1.0
558;40;A1;869665;1.0
559;40;A1;871360;1.0
560;40;A1;875329;-1.0
561;40;A1;1374359;1.0
562;40;A1;437226;0.8
563;40;A1;1007362;-1.0
564;40;A1;907042;1.0
565;40;A1;1332301;1.0
566;40;A1;969763;1.0
567;40;A1;871933;1.0
568;40;A1;412871;0.6
569;40;A1;988426;0.2
570;40;A1;872782;1.0
571;40;A1;1376976;-1.0
572;40;A1;869926;-1.0
573;40;A1;1511167;0.9
574;40;A1;974404;1.0
575;40;A1;1511185;1.0
576;40;A1;1511196;1.0
577;40;A1;1511202;1.0
578;40;A1;1340452;-1.0
579;40;A1;992197;0.9
580;40;A1;1330733;1.0
581;40;A1;970078;0.5
582;40;A1;871051;-1.0
583;40;A1;1136053;1.0
584;40;A1;1338429;0.1
585;40;A1;1511369;1.0
586;40;A1;971080;0.2
587;40;A1;994222;1.0
588;40;A1;1358625;1.0
589;40;A1;974323;0.8
590;40;A1;520190;-1.0
591;40;A1;871222;0.9
592;40;A1;1376964;-1.0
593;40;A1;1341199;1.0
594;40;A1;1511451;1.0
595;40;A1;992044;0.1
596;40;A1;873754;0.7
597;40;A1;1210198;0.6
598;40;A1;1511501;-1.0
599;40;A1;1376958;0.5
600;40;A1;996208;0.9
601;40;A1;1340201;1.0
602;40;A1;1439270;-1.0
603;40;A1;988147;-1.0
604;40;A1;1511604;1.0
605;40;A1;434789;0.4
606;40;A1;1279929;0.0
607;40;A1;998953;-1.0
608;40;A1;1376994;-1.0
609;40;A1;977143;1.0
610;40;A1;1376965;0.8
611;40;A1;869218;1.0
612;40;A1;1505262;-1.0
613;40;A1;22266;-1.0
614;40;A1;1336304;0.9
615;40;A1;535145;1.0
616;40;A1;873352;0.6
617;40;A1;1511692;0.9
618;40;A1;1511791;-1.0
619;40;A1;920002;1.0
620;40;A1;887992;0.5
621;40;A1;1332295;1.0
622;40;A1;1127437;1.0
623;40;A1;431767;-1.0
624;40;A1;1376961;1.0
625;40;A1;1336829;0.9
626;40;A1;1336790;1.0
627;40;A1;1385280;-1.0
628;40;A1;917629;1.0
629;40;A1;1329729;1.0
630;40;A1;1504586;1.0
631;40;A1;1384641;-1.0
632;40;A1;1512378;-1.0
633;40;A1;1512447;1.0
634;40;A1;908662;0.9
635;40;A1;1371495;1.0
636;40;A1;924211;0.8
637;40;A1;1233007;0.1
638;40;A1;251492;-1.0
639;40;A1;1341219;1.0
640;40;A1;1347019;0.0
641;40;A1;872368;1.0
642;40;A1;956782;0.3
643;40;A1;1512766;1.0
644;40;A1;1512793;0.9
645;40;A1;1512843;0.2
646;40;A1;181533;1.0
647;40;A1;190879;0.5
648;40;A1;43868;-1.0
649;40;A1;1336602;1.0
650;40;A1;1512970;0.9
651;40;A1;98333;-1.0
652;40;A1;1513143;1.0
653;40;A1;1338038;-1.0
654;40;A1;1513165;1.0
655;40;A1;1513216;-1.0
656;40;A1;31164;1.0
657;40;A1;1333738;1.0
658;40;A1;885571;1.0
659;40;A1;1513472;-1.0
660;40;A1;1512710;1.0
661;40;A1;1513447;1.0
662;40;A1;1422579;1.0
663;40;A1;219643;-1.0
664;40;A1;971689;1.0
665;40;A1;37482;-1.0
666;40;A1;1513959;1.0
667;40;A1;1513972;1.0
668;40;A1;437162;1.0
669;40;A1;1514128;-1.0
670;40;A1;969031;0.6
671;40;A1;1369006;1.0
672;40;A1;1514156;-1.0
673;40;A1;1380648;0.7
674;40;A1;1514185;-1.0
675;40;A1;1012405;0.2
676;40;A1;1514268;0.7
677;40;A1;1514270;1.0
678;40;A1;1336248;0.8
679;40;A1;1514421;-1.0
680;40;A1;1514419;-1.0
681;40;A1;1514261;1.0
682;40;A1;1514441;-1.0
683;40;A1;1512612;0.6
684;40;A1;968446;1.0
685;40;A1;1514645;0.4
686;40;A1;1052698;1.0
687;40;A1;557327;1.0
688;40;A1;1514673;-1.0
689;40;A1;983920;-1.0
690;40;A1;1341518;0.1
691;40;A1;1514894;0.9
692;40;A1;1514899;0.4
693;40;A1;1514921;-1.0
694;40;A1;1336467;1.0
695;40;A1;1515073;0.5
696;40;A1;213081;-1.0
697;40;A1;1297712;0.3
698;40;A1;1232955;0.0
699;40;A1;1338783;-1.0
700;40;A1;1251129;1.0
701;40;A1;1003075;-1.0
702;40;A1;1515881;0.1
703;40;A1;1515889;-1.0
704;40;A1;1058143;-1.0
705;40;A1;1346741;-1.0
706;40;A1;1504046;1.0
707;40;A1;1152772;1.0
708;40;A1;243007;-1.0
709;40;A1;1492931;-1.0
710;40;A1;1057513;-1.0
711;40;A1;1057549;-1.0
712;40;A1;1057522;0.1
713;40;A1;960187;1.0
714;40;A1;1327236;-1.0
715;40;A1;1486351;1.0
716;40;A1;974428;-1.0
717;40;A1;1422589;1.0
718;40;A1;1514378;0.8
719;40;A1;1236651;0.4
720;40;A1;1057651;0.3
721;40;A1;1517228;-1.0
722;40;A1;1517260;1.0
723;40;A1;359006;-1.0
724;40;A1;1517299;0.1
725;40;A1;1036900;0.8
726;40;A1;1334233;-1.0
727;40;A1;882586;0.4
728;40;A1;877381;-1.0
729;40;A1;1517462;1.0
730;40;A1;1486343;1.0
731;40;A1;1517497;1.0
732;40;A1;1345838;0.1
733;40;A1;950656;1.0
734;40;A1;1002244;0.5
735;40;A1;1286583;1.0
736;40;A1;1517643;-1.0
737;40;A1;1107352;1.0
738;40;A1;429620;-1.0
739;40;A1;1517690;1.0
740;40;A1;1232945;-1.0
741;40;A1;1499703;0.3
742;40;A1;1518052;1.0
743;40;A1;318352;-1.0
744;40;A1;1493285;0.7
745;40;A1;1030066;0.1
746;40;A1;208023;-1.0
747;40;A1;1376956;0.9
748;40;A1;433733;0.2
749;40;A1;1518483;-1.0
750;40;A1;1024264;0.3
751;40;A1;1518644;-1.0
752;40;A1;188306;-1.0
753;40;A1;381105;-1.0
754;40;A1;1292203;-1.0
755;40;A1;1346577;-1.0
756;40;A1;436184;-1.0
757;40;A1;992236;0.2
758;40;A1;989101;1.0
759;40;A1;1519624;0.9
760;40;A1;1376984;-1.0
761;40;A1;1519712;1.0
762;40;A1;919060;1.0
763;40;A1;1519724;0.1
764;40;A1;1334098;0.9
765;40;A1;173851;-1.0
766;40;A1;1519782;1.0
767;40;A1;1203301;-1.0
768;40;A1;1152781;0.9
769;40;A1;21204;-1.0
770;40;A1;882535;0.1
771;40;A1;920881;-1.0
772;40;A1;537512;-1.0
773;40;A1;1136701;-1.0
774;40;A1;279817;-1.0
775;40;A1;1482858;1.0
776;40;A1;1506514;-1.0
777;40;A1;24217;-1.0
778;40;A1;1058242;0.1
779;40;A1;1058278;-1.0
780;40;A1;1058284;-1.0
781;40;A1;1058272;-1.0
782;40;A1;338922;-1.0
783;40;A1;1382804;0.7
784;40;A1;1521442;1.0
785;40;A1;1177750;1.0
786;40;A1;1013413;-1.0
787;40;A1;1336192;0.3
788;40;A1;1319217;1.0
789;40;A1;298905;0.4
790;40;A1;1522706;-1.0
791;40;A1;1331632;1.0
792;40;A1;1335347;0.7
793;40;A1;1057591;-1.0
794;40;A1;1057483;-1.0
795;40;A1;1057600;-1.0
796;40;A1;933115;1.0
797;40;A1;898960;1.0
798;40;A1;938932;1.0
799;40;A1;1500019;-1.0
800;40;A1;1377029;-1.0
801;40;A1;1057516;-1.0
802;40;A1;868351;1.0
803;40;A1;1524924;0.2
804;40;A1;1058233;0.6
805;40;A1;1331540;1.0
806;40;A1;1331489;1.0
807;40;A1;1526002;-1.0
808;40;A1;1526018;-1.0
809;40;A1;887770;0.9
810;40;A1;1497950;1.0
811;40;A1;996076;0.2
812;40;A1;1527427;-1.0
813;40;A1;1058251;-1.0
814;40;A1;1499471;0.8
815;40;A1;1527620;0.3
816;40;A1;1527624;-1.0
817;40;A1;1527630;-1.0
818;40;A1;1527621;0.8
819;40;A1;1527632;0.2
820;40;A1;1527638;-1.0
821;40;A1;1346579;1.0
822;40;A1;1521298;1.0
823;40;A1;420401;-1.0
824;40;A1;1528889;0.8
825;40;A1;1529026;1.0
826;40;A1;1379813;1.0
827;40;A1;435276;-1.0
828;40;A1;1529245;1.0
829;40;A1;1529127;1.0
830;40;A1;882595;0.1
831;40;A1;1416301;-1.0
832;40;A1;1365266;-1.0
833;40;A1;129463;-1.0
834;40;A1;1529878;-1.0
835;40;A1;1419662;-1.0
836;40;A1;997933;0.1
837;40;A1;1527968;0.9
838;40;A1;1530411;0.9
839;40;A1;326763;-1.0
840;40;A1;1415191;0.7
841;40;A1;1376975;-1.0
842;40;A1;1530540;-1.0
843;40;A1;1530521;1.0
844;40;A1;1058236;-1.0
845;40;A1;1530591;-1.0
846;40;A1;1530485;0.9
847;40;A1;1376998;-1.0
848;40;A1;1530742;0.1
849;40;A1;1328503;0.0
850;40;A1;1530863;-1.0
851;40;A1;27225;-1.0
852;40;A1;1531021;-1.0
853;40;A1;949861;0.5
854;40;A1;1517065;0.2
855;40;A1;1531147;-1.0
856;40;A1;882541;-1.0
857;40;A1;1531245;0.7
858;40;A1;1531239;1.0
859;40;A1;1332201;0.9
860;40;A1;1359301;-1.0
861;40;A1;1531503;0.3
862;40;A1;1057510;-1.0
863;40;A1;884572;1.0
864;40;A1;1531623;0.0
865;40;A1;997141;-1.0
866;40;A1;1513886;0.3
867;40;A1;74970;-1.0
868;40;A1;1388655;1.0
869;40;A1;1398138;1.0
870;40;A1;1532191;-1.0
871;40;A1;1187683;-1.0
872;40;A1;1532790;-1.0
873;40;A1;908788;0.9
874;40;A1;1003063;-1.0
875;40;A1;1533200;-1.0
876;40;A1;1058230;0.8
877;40;A1;957835;-1.0
878;40;A1;1533859;1.0
879;40;A1;935125;0.9
880;40;A1;1312303;-1.0
881;40;A1;1168882;0.7
882;40;A1;1530431;1.0
883;40;A1;115317;1.0
884;40;A1;1534852;1.0
885;40;A1;1535006;-1.0
886;40;A1;531632;-1.0
887;40;A1;1535029;-1.0
888;40;A1;1391184;1.0
889;40;A1;1535285;0.8
890;40;A1;1334255;0.1
891;40;A1;1190683;0.4
892;40;A1;1533483;-1.0
893;40;A1;1535381;1.0
894;40;A1;1232947;-1.0
895;40;A1;1012456;0.7
896;40;A1;154775;-1.0
897;40;A1;1536523;-1.0
898;40;A1;1376972;-1.0
899;40;A1;30561;-1.0
900;40;A1;1504625;0.1
901;40;A1;24455;-1.0
902;40;A1;1537036;1.0
903;40;A1;1537046;-1.0
904;40;A1;437645;-1.0
905;40;A1;1537065;1.0
906;40;A1;1537666;-1.0
907;40;A1;1332216;1.0
908;40;A1;1537711;-1.0
909;40;A1;1537770;-1.0
910;40;A1;1537793;-1.0
911;40;A1;1236679;-1.0
912;40;A1;83087;0.0
913;40;A1;1538344;-1.0
914;40;A1;1066159;1.0
915;40;A1;1000069;-1.0
916;40;A1;1462377;1.0
917;40;A1;178370;0.6
918;40;A1;306957;-1.0
919;40;A1;1538510;0.4
920;40;A1;1538712;-1.0
921;40;A1;1241605;-1.0
922;40;A1;1058248;-1.0
923;40;A1;34797;-1.0
924;40;A1;819094;1.0
925;40;A1;83358;0.9
